InternationalMaritimeOrganizationNumber,VesselTypeName,VesselStatusName,DeadWeightTonnage,Speed,ManagementcompanyCode,ManagementCompany
9169782,Chemical/Products Tanker,In Trading Fleet,15441,14.4,5397458,Welton Enterprises OU
9170107,General Cargo Ship,In Trading Fleet,7445,12,1666467,International Shipping & Labour Cooperation JSC (INLACO Saigon) (Cong Ty Co Phan Van Tai Bien Va Hop Tac Lao Dong Quoc Te)
9170432,Products Tanker,In Trading Fleet,32902,14,52882,The Shipping Corporation of India Ltd (SCI)
9170652,Bulk Carrier,In Casualty Or Repairing,28215,14.4,6034162,Amoy Ocean Shipping Co Ltd
9170913,General Cargo Ship,In Trading Fleet,4999,12,1919521,Sun Ace Shipping Co Ltd
9170937,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,8952,13.3,313875,PT Pelayaran Nusantara Sejati
9170963,Refrigerated Cargo Ship,In Trading Fleet,2937,14,238959,Kyoei Kaiun Kaisha Ltd
9170975,Products Tanker,In Trading Fleet,2558,12.5,5179523,Shipmate Pte Ltd
9171058,General Cargo Ship,In Trading Fleet,3694,10.5,1083834,Hagland Shipping AS
9171060,General Cargo Ship,In Trading Fleet,3516,10.5,6069251,Epsilon Denizcilik Ticaret Ltd Sti
9171096,General Cargo Ship,In Trading Fleet,3697,10.5,1168545,Wilson Ship Management AS
9171151,Bulk Carrier,In Trading Fleet,75522,14.83,9991001,Unknown
9171187,Chemical/Products Tanker,In Trading Fleet,19787,14,5806181,Roswell Arctic LLC
9171278,Bulk Carrier,In Trading Fleet,73148,14,5514964,Fujian Lucky Sea Shipping Co Ltd
9171280,Vehicles Carrier,In Trading Fleet,27100,20,6071296,Hoegh Autoliners Management AS
9171321,Chemical/Products Tanker,In Trading Fleet,44577,15,5514496,Naviera Transoceanica SA
9171345,Chemical/Products Tanker,In Trading Fleet,44990,14.7,1252195,Eastern Mediterranean Maritime Ltd (EASTMED)
9171383,General Cargo Ship,In Trading Fleet,9802,13.5,6077180,Perama Shipmanagement Ltd
9171436,Crude Oil Tanker,Converting/Rebuilding,299150,15.3,5566945,VVS Ship Management Pte Ltd
9171474,Chemical/Products Tanker,In Trading Fleet,10373,14.3,5501190,Hicri Ercili Denizcilik AS
9171838,Crude Oil Tanker,Broken Up,113333,15,9991001,Unknown
9171876,Anchor Handling Tug Supply,In Trading Fleet,2784,11,5715105,Government of The Russian Federation (Federal State Budgetary Institution Marine Rescue Service (MRS)
9172129,LPG Tanker,In Trading Fleet,3183,13.5,9991001,Unknown
9172167,Chemical/Products Tanker,In Trading Fleet,9887,14.5,731472,Marnavi SpA
9172210,Chemical/Products Tanker,In Trading Fleet,16028,14.5,321889,Utkilen AS
9172234,Chemical/Products Tanker,In Trading Fleet,31983,15.47,9991001,Unknown
9172260,Chemical Tanker,In Trading Fleet,31980,14.85,5549522,Raffles Technical Services Pte Ltd
9172428,Bulk Carrier,In Trading Fleet,77734,14.68,5292320,MSI Ship Management Pte Ltd
9172430,Bulk Carrier,In Trading Fleet,172940,13.5,5020832,Doriko Ltd
9172480,Refrigerated Cargo Ship,In Trading Fleet,15000,21,1782767,Siem Shipping UK Ltd
9172519,General Cargo Ship,In Trading Fleet,1500,10,9991001,Unknown
9172557,Bulk Carrier,In Trading Fleet,69064,14.75,5177491,COSCO Wallem Ship Management Co Ltd
9172571,Bulk Carrier,In Trading Fleet,72413,14.5,5295678,Haistar Maritime Co Ltd
9172636,LPG Tanker,In Trading Fleet,49609,16.4,5646876,Fareast Shipmanagement Hongkong Ltd
9172698,Refrigerated Cargo Ship,In Trading Fleet,8035,18,1763382,Gidrostroy JSC (A/O 'Gidrostroy')
9172703,Refrigerated Cargo Ship,In Trading Fleet,8040,18,5581289,Baltmed Reefer Services Ltd
9172727,Chemical/Products Tanker,Broken Up,30957,15,6179530,HP Shipmanagement LLC
9172856,"FSO, Oil",In Trading Fleet,302561,13,1405603,V Ships Ltd
9172935,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,15066,14.7,5609668,Sinounion Shipping Service Ltd
9172959,Refrigerated Cargo Ship,In Trading Fleet,12906,21,17463,Wallem Shipmanagement Ltd (WSM)
9173056,LPG Tanker,In Trading Fleet,13777,17,9991001,Unknown
9173068,LPG Tanker,In Trading Fleet,13712,17,1242256,Solvang ASA
9173094,Products Tanker,In Trading Fleet,19996,15.5,9991001,Unknown
9173135,Container Ship (Fully Cellular),In Trading Fleet,30046,19,1333527,Thor Dahl Shipmanagement AS
9173161,General Cargo Ship,In Trading Fleet,3789,12.5,218236,Reederei Heinz Corleis KG
9173173,General Cargo Ship,In Trading Fleet,2953,10.5,1061526,Interscan Schiffahrtsgesellschaft mbH
9173197,General Cargo Ship,In Trading Fleet,2953,10.5,5686531,Baltnautic Shipmanagement Ltd
9173329,Container Ship (Fully Cellular),In Trading Fleet,5202,15,1081047,Reederei Jurgen Ohle KG
9173331,General Cargo Ship,In Trading Fleet,4798,15,5361738,Gemiciler Denizcilik Nakliyat Spor Yapi Tesisleri Sanayi ve Ticaret Ltd Sti
9173355,Bulk Carrier,In Trading Fleet,15962,13.8,5036838,El Reedy Shipping Agency
9173513,General Cargo Ship,In Trading Fleet,3747,11.7,5747919,SIA 'Rix Shipmanagement'
9173733,Crude/Oil Products Tanker,To Be Broken Up,105401,15.2,5097145,MM Marine Inc
9174232,Products Tanker,In Trading Fleet,4985,13.4,5818838,The Hawks Pvt Ltd
9174244,General Cargo Ship,In Trading Fleet,8501,12.5,5227913,Hai Phuong Co Ltd
9174359,LPG Tanker,In Trading Fleet,5992,15,6206685,"BW Epic Kosan Maritime Pte Ltd, Denmark (branch of BW Epic Kosan Maritime Pte Ltd, Singapore)"
9174361,LPG Tanker,In Trading Fleet,5996,15,6206685,"BW Epic Kosan Maritime Pte Ltd, Denmark (branch of BW Epic Kosan Maritime Pte Ltd, Singapore)"
9174505,Bulk Carrier,In Trading Fleet,35360,14,5918863,Oldstone Management Ltd
9174608,Chemical/Products Tanker,In Trading Fleet,46475,14.5,9991001,Unknown
9174634,Bulk Carrier,In Trading Fleet,73018,14,1190169,Samios Shipping Co SA
9175078,Crude Oil Tanker,In Trading Fleet,157327,14.5,9991001,Unknown
9175195,Crude/Oil Products Tanker,In Trading Fleet,6620,10,9991001,Unknown
9175200,Products Tanker,In Trading Fleet,6620,10.5,5669431,Deep Frontline Shippers Ltd
9175212,Products Tanker,In Trading Fleet,6623,10.5,5411948,Aegean Shipping Enterprises MC
9175236,Products Tanker,In Trading Fleet,6620,10,5669431,Deep Frontline Shippers Ltd
9175248,Products Tanker,In Trading Fleet,6620,10,9991001,Unknown
9175274,Refrigerated Cargo Ship,In Trading Fleet,7836,16,1978049,Shandong Zhonglu Fishery Shipping Co Ltd
9175315,Bulk Carrier,In Trading Fleet,75265,14,9991001,Unknown
9175327,Bulk Carrier,Laid-Up,75265,14,5476023,Tianjin Changming Shipping Group Co Ltd
9175470,Products Tanker,In Trading Fleet,4999,11.7,5001974,Oceanbat SA
9175597,Container Ship (Fully Cellular),In Trading Fleet,23840,18.9,29554,Pacific International Lines (Pte) Ltd
9175731,Chemical/Products Tanker,In Trading Fleet,10588,13.8,9991001,Unknown
9175779,Container Ship (Fully Cellular),In Trading Fleet,17733,18,5808451,Maersk A/S
9175793,Container Ship (Fully Cellular),In Trading Fleet,17733,18,5808451,Maersk A/S
9175846,LPG Tanker,In Trading Fleet,6665,14.5,5815008,Neptune Fleet Managers Pte Ltd
9175858,General Cargo Ship,In Trading Fleet,7547,13,1805487,Duong Giang Co Ltd (Cong Ty TNHH Duong Giang)
9175896,Chemical/Products Tanker,In Trading Fleet,3345,12.5,9991001,Unknown
9175901,Refrigerated Cargo Ship,Converting/Rebuilding,12734,21,9991001,Unknown
9175913,Bulk Carrier,In Trading Fleet,23612,14,5918188,Golden Arrow Maritime Co SA
9176008,LNG Tanker,In Trading Fleet,75079,20.3,5807440,H-Line Shipping Co Ltd
9176010,LNG Tanker,In Trading Fleet,75159,20.3,5807440,H-Line Shipping Co Ltd
9176113,Bulk Carrier,In Trading Fleet,172566,14.7,5772744,Arka Global Marine Services LLC
9176199,Cement Carrier,In Trading Fleet,5714,13,9991001,Unknown
9176216,Vehicles Carrier,In Trading Fleet,10347,20.7,1727098,Kagoshima Senpaku Kaisha Ltd
9176228,Crude/Oil Products Tanker,In Trading Fleet,4999,13.7,1784423,Uyeno Transtech Ltd
9176357,LPG Tanker,In Trading Fleet,54592,16.8,1038263,Norbulk Shipping UK Ltd
9176412,Products Tanker,In Trading Fleet,17781,13,1048711,Adriatic Tankers Shipping Co SA
9176498,Limestone Carrier,In Trading Fleet,10750,13,9984588,Not Applicable
9176503,Container Ship (Fully Cellular),In Trading Fleet,8888,15.8,5257016,Harbour-Link Marine Services Sdn Bhd
9176577,Vehicles Carrier,In Trading Fleet,28126,18.5,5020687,Wallenius Marine AB
9176591,Bunkering Tanker,In Trading Fleet,4509,13.5,5246215,Gaulos Shipping Co Ltd
9176606,Vehicles Carrier,In Trading Fleet,25764.5,18.76,5148424,Wilhelmsen Ship Management (Korea) Ltd
9176632,Vehicles Carrier,Laid-Up,21479,18.88,5148424,Wilhelmsen Ship Management (Korea) Ltd
9176694,LPG/Chemical Tanker,In Trading Fleet,19733,15.75,5718762,Stodig Ship Management AS
9176711,Bulk Carrier,In Trading Fleet,72495,14.5,6035894,Safety Sailing Ship Management (Tianjin) Co Ltd
9176759,Bulk Carrier,In Trading Fleet,73035,14,5447301,Hermes Maritime Services Pvt Ltd
9176761,Crude/Oil Products Tanker,In Trading Fleet,74999,15.42,6203059,LLC 'Neftship Management'
9176773,Crude/Oil Products Tanker,In Trading Fleet,76002,15.42,9991001,Unknown
9176929,Shuttle Tanker,In Trading Fleet,37916,15,5652631,KNOT Management AS
9177038,Vehicles Carrier,In Trading Fleet,12778,19.5,5104797,COSCO Shipping Specialized Carriers Co Ltd
9177040,Vehicles Carrier,In Trading Fleet,12743,19.5,5188169,CSC Shenzhen Ship Management Co Ltd
9177052,Vehicles Carrier,In Trading Fleet,12761,19.5,9991001,Unknown
9177404,General Cargo Ship,In Trading Fleet,6207,9.5,1830508,Don River Shipping JSC (OAO 'Donrechflot')
9177428,Vehicles Carrier,In Trading Fleet,21523,18.53,5984423,Seabulk Fleet Management LLC
9177466,LPG Tanker,In Trading Fleet,4112,12,5248503,Synergas Srl
9177492,Bulk Carrier,In Trading Fleet,24252,14,5985201,Harvey Ship Management Co Ltd
9177519,General Cargo Ship,In Trading Fleet,22271,16.5,9991001,Unknown
9177521,General Cargo Ship,In Trading Fleet,22318,16.5,9991001,Unknown
9177557,LPG Tanker,In Trading Fleet,23503,15.5,1185781,Thome Ship Management Pte Ltd
9177569,LPG Tanker,In Trading Fleet,23495,15.5,1185781,Thome Ship Management Pte Ltd
9177571,LPG Tanker,In Trading Fleet,23484,15.5,1185781,Thome Ship Management Pte Ltd
9177595,Cement Carrier,In Trading Fleet,10836,12.2,9991001,Unknown
9177765,General Cargo Ship,In Trading Fleet,13347,13.3,40916,Essar Shipping Ltd
9177777,General Cargo Ship,In Trading Fleet,13347,13.3,9991001,Unknown
9177789,General Cargo Ship,In Trading Fleet,13347,13.3,5846861,Blue Powder Shipping Corp
9177791,General Cargo Ship,In Trading Fleet,12974,13.3,40916,Essar Shipping Ltd
9177806,LPG Tanker,In Trading Fleet,29121,15.98,3008137,Exmar Shipmanagement BV
9177868,General Cargo Ship,In Trading Fleet,2500,12.5,1168545,Wilson Ship Management AS
9178006,General Cargo Ship,In Trading Fleet,3300,14,9991001,Unknown
9178018,Products Tanker,In Trading Fleet,3395,13,9991001,Unknown
9178070,General Cargo Ship,In Trading Fleet,6175,12,5978623,Rui Hai International Shipping Co Ltd
9178082,Chemical/Products Tanker,In Trading Fleet,6996,13.2,5036183,Hanan Shipping LLC
9178111,Container Ship (Fully Cellular),In Trading Fleet,8329,17,9991001,Unknown
9178238,Products Tanker,In Trading Fleet,18010,13,5202177,PT Humpuss Transportasi Kimia
9178290,Container Ship (Fully Cellular),In Trading Fleet,30703,20,1822162,ZEABORN Ship Management GmbH & Cie KG
9178393,Container Ship (Fully Cellular),In Trading Fleet,24327,19.1,313623,PT Meratus Line
9178408,Bulk Carrier,In Trading Fleet,75752,14.5,5936683,Hong Kong Haichang Holdings Group Ltd
9178422,General Cargo Ship,In Trading Fleet,4791,15,5587977,Azovskiy Prichal Ltd
9178446,General Cargo Ship,In Trading Fleet,1836,12,1168545,Wilson Ship Management AS
9178458,General Cargo Ship,In Trading Fleet,4438,12,1168545,Wilson Ship Management AS
9178460,General Cargo Ship,In Trading Fleet,4444,13,1168545,Wilson Ship Management AS
9178525,Container Ship (Fully Cellular),In Trading Fleet,28879,20,9991001,Unknown
9178678,LPG Tanker,In Trading Fleet,23272,15,5903150,PT Spedak Utama Sipindo
9179206,General Cargo Ship,In Trading Fleet,1250,10.5,9991001,Unknown
9179218,Bulk Carrier,In Trading Fleet,46667,14.35,9991001,Unknown
9179311,General Cargo Ship,In Trading Fleet,4128,12,1572700,Klip Marine Shipmanagement Ltd (Klip Marine Shipmanagement OU)
9179397,Refrigerated Cargo Ship,In Trading Fleet,9011,16.9,1038263,Norbulk Shipping UK Ltd
9179488,Chemical/Products Tanker,In Trading Fleet,3522,13.4,5634992,Ankachart Lojistik Gemi Kiralama Ic ve Dis Ticaret Ltd Sti
9179567,General Cargo Ship,In Trading Fleet,11425,18,1569569,Klingenberg Bereederungs- und Befrachtungs GmbH & Co KG
9179581,LNG Tanker,In Trading Fleet,77564,18.3,5810951,Hyundai LNG Shipping Co Ltd
9179775,Bulk Carrier,In Trading Fleet,80531,13.8,5200958,Courage Maritime Technical Service Corp
9179828,Container Ship (Fully Cellular),In Trading Fleet,33843,21,210964,Reederei Gerd Ritscher GmbH & Co KG
9179880,Products Tanker,In Trading Fleet,6500,12,9991001,Unknown
9179892,Products Tanker,In Trading Fleet,6500,12,1043652,PT Pertamina (Persero)
9179907,Products Tanker,In Trading Fleet,6627,12,1043652,PT Pertamina (Persero)
9179919,Products Tanker,In Trading Fleet,4986,13,208138,Fuji Transportation Co Ltd (Fuji Unyu KK)
9179945,Chemical Tanker,In Trading Fleet,6087,13.24,5547163,LodeStar Marine Co Ltd
9180009,Bulk Carrier,In Trading Fleet,28375,14.04,9991001,Unknown
9180047,Container Ship (Fully Cellular),In Trading Fleet,18193,18.3,6238650,Qingdao Hongshun Shipping Management Co Ltd
9180097,Products Tanker,In Trading Fleet,32042,14,5473165,PT Gemilang Bina Lintas Tirta
9180102,Products Tanker,In Trading Fleet,31108,14,5811858,Atlantic Ship Management Ltd
9180164,Crude Oil Tanker,In Trading Fleet,306307,15.05,6161691,Moonlight Shipping Pte Ltd
9180243,LNG Tanker,In Trading Fleet,75135,20.3,1025259,SK Shipping Co Ltd
9180358,Bulk Carrier,In Trading Fleet,34939,14.12,102695,Polska Zegluga Morska PP (POLSTEAM)
9180396,Bulk Carrier,In Trading Fleet,34947,14.1,102695,Polska Zegluga Morska PP (POLSTEAM)
9180504,General Cargo Ship,In Trading Fleet,1027,12,6087478,Jinhua Shipping Ltd
9180645,General Cargo Ship,In Trading Fleet,2000,11,9991001,Unknown
9180774,Bulk Carrier,In Trading Fleet,73829,14.5,5455274,Xiamen Hailong International Ship Management Co Ltd
9180798,Bulk Carrier,In Trading Fleet,73739,14.5,5476023,Tianjin Changming Shipping Group Co Ltd
9180839,General Cargo Ship,In Trading Fleet,9200,16,303304,Wagenborg Shipping BV
9180891,"FSO, Oil",In Trading Fleet,307151,15.3,5672475,Nathalin Shipping Pte Ltd
9181027,Bulk Carrier,In Trading Fleet,46667,14.35,5854858,Oryx Shipping Ltd
9181041,Bulk Carrier,In Trading Fleet,50326,14.5,5045062,Fujian Xinan Shipping Co Ltd
9181118,Bulk Carrier,In Trading Fleet,172247,14.75,1791663,Kormos Shipping Co Ltd
9181120,Bulk Carrier,In Trading Fleet,46620,14.35,6131896,Hiroki Ship Management Ltd
9181132,Refrigerated Cargo Ship,In Trading Fleet,10097,16,1687370,Ost-West-Handel und Schiffahrt GmbH
9181156,Refrigerated Cargo Ship,In Trading Fleet,10114,20,5021963,Acheon Akti Navigation Co Ltd
9181168,Refrigerated Cargo Ship,In Trading Fleet,10139,17,1687370,Ost-West-Handel und Schiffahrt GmbH
9181170,Refrigerated Cargo Ship,In Trading Fleet,10358,21,5581289,Baltmed Reefer Services Ltd
9181194,Crude Oil Tanker,In Trading Fleet,308491,15.2,6175262,Alfa Ship Management (Pvt) Ltd
9181235,Aggregates Carrier,In Trading Fleet,1650,12,9991001,Unknown
9181352,Chemical/Products Tanker,In Trading Fleet,1192,11.9,9991001,Unknown
9181493,General Cargo Ship,In Trading Fleet,24175,14.2,5704145,Onexes Maritime Services
9181508,Bulk Carrier,In Trading Fleet,28527,14,9991001,Unknown
9181560,Vehicles Carrier,In Trading Fleet,22747,19.3,5984423,Seabulk Fleet Management LLC
9181637,Container Ship (Fully Cellular),In Trading Fleet,8515,16,105006,Vietnam Ocean Shipping JSC (VOSCO) (Cong Ty Co Phan Van Tai Bien Viet Nam)
9181663,Container Ship (Fully Cellular),In Trading Fleet,67615,24,1535947,MSC Shipmanagement Ltd
9181675,Container Ship (Fully Cellular),In Trading Fleet,67795,24,1535947,MSC Shipmanagement Ltd
9181728,Bulk Carrier,In Trading Fleet,30109,12.5,5544328,Omsan Denizcilik AS
9181807,General Cargo Ship,In Trading Fleet,8555,12.5,6153612,Boshi Int'l Shipping Management Ltd
9181819,General Cargo Ship,In Trading Fleet,8560,12.5,5794964,East Bright International Shipping Ltd
9181857,Crude/Oil Products Tanker,In Trading Fleet,74025,14.3,5691832,Saud Shipping DMCC
9181869,Crude/Oil Products Tanker,In Trading Fleet,73980,14.3,1625256,Sanmar Shipping Ltd
9181871,Chemical/Products Tanker,In Trading Fleet,4718,12.5,5668005,Maximus Marine Pte Ltd
9181986,General Cargo Ship,In Trading Fleet,10378,13.2,5414457,Tower Shipping Co SA
9181998,General Cargo Ship,In Trading Fleet,8934,13.2,1368544,Transport & Chartering Corp (VIETFRACHT)
9182019,Container Ship (Fully Cellular),In Trading Fleet,23752,19,1898909,Columbia Shipmanagement (Singapore) Pte Ltd
9182021,Container Ship (Fully Cellular),In Trading Fleet,24116,18.9,1898909,Columbia Shipmanagement (Singapore) Pte Ltd
9182033,Container Ship (Fully Cellular),In Trading Fleet,23825,19,29554,Pacific International Lines (Pte) Ltd
9182186,Bulk Carrier,In Trading Fleet,74001,14.1,9991001,Unknown
9182306,Crude Oil Tanker,In Trading Fleet,298677,12,6204971,Peace Shipmanagement Co Ltd
9182368,Vehicles Carrier,In Trading Fleet,14283,18.99,5261954,MOL Ship Management (Singapore) Pte Ltd
9182394,General Cargo Ship,In Trading Fleet,6502,12.5,6243275,Friendship Shipping Co Ltd
9182411,General Cargo Ship,In Trading Fleet,6502,12.5,1919521,Sun Ace Shipping Co Ltd
9182461,Bulk Carrier,In Trading Fleet,46223,16,5555852,Dato Marine Co Ltd
9182485,Bulk Carrier,In Trading Fleet,46223,14.5,5854858,Oryx Shipping Ltd
9182497,Bulk Carrier,In Trading Fleet,46223,14.5,9991001,Unknown
9182552,General Cargo Ship,In Trading Fleet,6250,15.5,9991001,Unknown
9182631,Container Ship (Fully Cellular),In Trading Fleet,25414,20.4,5495853,Trust Maritime Services Pte Ltd
9182710,Bulk Carrier,In Trading Fleet,169159,14.75,6078608,Light Maritime SA
9182796,Chemical/Products Tanker,In Trading Fleet,18736,14.72,5586262,Aerio Shipmanagement Ltd
9182825,Products Tanker,In Trading Fleet,6935,12,1781812,PT Bina Usaha Maritim Indonesia (BUMI Shipmanagement)
9182849,Products Tanker,In Trading Fleet,6935,12,1781812,PT Bina Usaha Maritim Indonesia (BUMI Shipmanagement)
9182978,Open Hatch Cargo Ship,In Trading Fleet,46428,15.8,783281,Grieg Star AS
9183221,Bulk Carrier,In Trading Fleet,75668,14,6140404,Fuyingtong (Guangzhou) Shipping Co Ltd
9183257,Crude/Oil Products Tanker,Broken Up,47228,13.52,9991001,Unknown
9183271,Shuttle Tanker,In Trading Fleet,153071,15,6221214,AlphaBravoCharlie Shipping Ltd
9183295,Crude Oil Tanker,In Trading Fleet,105423,14.5,6208514,Baltic Sea Wind Shipping Ltd
9183348,Crude Oil Tanker,Broken Up,291312,15.2,5333222,Silver Star Ship Management FZE
9183477,Chemical Tanker,In Trading Fleet,15389,13,4126691,Seagull Marine -Petroleum Corporation (Cong Ty Co Phan Hang Hai-Dau Khi Hai Au)
9183489,General Cargo Ship,In Trading Fleet,5774,15,5949389,Master Ship Management Ltd
9183544,Products Tanker,In Trading Fleet,3572,11,9991001,Unknown
9183568,LPG Tanker,In Trading Fleet,7876,16,284944,Sloman Neptun Schiffahrts-Aktiengesellschaft
9183570,LPG Tanker,In Trading Fleet,7876,16,1983906,Bernhard Schulte Shipmanagement (Singapore) Pte Ltd
9183582,Crude/Oil Products Tanker,In Trading Fleet,46217,14.15,5950011,Matrix Energy Ltd
